MapVis
Eisenhower v. Stevenson	1952	Actual Results	usa.svg	colorgradientusfull.png	Election Results not considering faithless Electors
Republican	Leaning Republican	3rd	Tie	Leaning Democrat	Democrat
Republican	Democrat
AL	Democrat	11	35.02	64.55
AK	NULL	0	0	0
AZ	Republican	4	58.35	41.65
AR	Democrat	8	43.76	55.90
CA	Republican	32	56.83	42.27
CO	Republican	6	60.27	38.96
CT	Republican	8	55.70	43.91
DE	Republican	3	51.75	47.88
DC	NULL	0	0	0
FL	Republican	10	54.99	44.97
GA	Democrat	12	30.34	69.66
HI	NULL	0	0	0
ID	Republican	4	65.42	34.42
IL	Republican	27	54.84	44.94
IN	Republican	13	58.11	40.99
IA	Republican	10	63.75	35.59
KS	Republican	8	68.77	30.50
KY	Democrat	10	49.84	49.91
LA	Democrat	10	47.08	52.92
ME	Republican	5	66.05	33.77
MD	Republican	9	55.36	43.83
MA	Republican	16	54.22	45.46
MI	Republican	20	55.44	43.97
MN	Republican	11	55.33	44.11
MS	Democrat	8	39.56	60.44
MO	Republican	13	50.71	49.14
MT	Republican	4	59.39	40.07
NE	Republican	6	69.15	30.85
NV	Republican	3	61.45	38.55
NH	Republican	4	60.92	39.08
NJ	Republican	16	56.81	41.99
NM	Republican	4	55.39	44.28
NY	Republican	45	55.45	43.55
NC	Democrat	14	46.09	53.91
ND	Republican	4	70.97	28.39
OH	Republican	25	56.76	43.24
OK	Republican	8	54.59	45.41
OR	Republican	6	60.54	38.93
PA	Republican	32	52.74	46.85
RI	Republican	4	50.89	49.05
SC	Democrat	8	49.28	50.72
SD	Republican	4	69.27	30.73
TN	Republican	11	49.99	49.71
TX	Republican	24	53.13	46.69
UT	Republican	4	58.93	41.07
VT	Republican	3	71.45	28.23
VA	Republican	12	56.32	43.36
WA	Republican	9	54.33	44.69
WV	Democrat	8	48.08	51.92
WI	Republican	12	60.95	38.71
WY	Republican	3	62.71	37.09
