MapVis
Goldwater (R) v. Johnson (D)	1964	Actual Results	usa.svg	colorgradientusfull.png	Election Results not considering faithless Electors
Republican	Leaning Republican	3rd	Tie	Leaning Democrat	Democrat
Republican	Democrat
AL	Republican	10	69.45	30.55
AK	Democrat	3	34.09	65.91
AZ	Republican	5	50.45	49.45
AR	Democrat	6	43.41	56.06
CA	Democrat	40	40.79	59.11
CO	Democrat	6	38.19	61.27
CT	Democrat	8	32.09	67.81
DE	Democrat	3	38.78	60.95
DC	Democrat	3	14.50	85.50
FL	Democrat	14	48.85	51.15
GA	Republican	12	54.12	45.87
HI	Democrat	4	21.24	78.76
ID	Democrat	4	49.08	50.92
IL	Democrat	26	40.53	59.47
IN	Democrat	13	43.56	55.98
IA	Democrat	9	37.92	61.88
KS	Democrat	7	45.06	54.09
KY	Democrat	9	35.65	64.01
LA	Republican	10	56.81	43.19
ME	Democrat	4	31.16	68.84
MD	Democrat	10	34.53	65.47
MA	Democrat	14	23.44	76.19
MI	Democrat	21	33.10	66.70
MN	Democrat	10	36.00	63.76
MS	Republican	7	87.14	12.86
MO	Democrat	12	35.95	64.05
MT	Democrat	4	40.57	58.95
NE	Democrat	5	47.39	52.61
NV	Democrat	3	41.42	58.58
NH	Democrat	4	36.11	63.89
NJ	Democrat	17	33.86	65.61
NM	Democrat	4	40.24	59.22
NY	Democrat	43	31.31	68.56
NC	Democrat	13	43.85	56.15
ND	Democrat	4	41.88	57.97
OH	Democrat	26	37.06	62.94
OK	Democrat	8	44.25	55.75
OR	Democrat	6	35.96	63.72
PA	Democrat	29	34.70	64.92
RI	Democrat	4	19.13	80.87
SC	Republican	8	58.89	41.10
SD	Democrat	4	44.39	55.61
TN	Democrat	11	44.49	55.50
TX	Democrat	25	36.49	63.32
UT	Democrat	4	45.14	54.86
VT	Democrat	3	33.69	66.30
VA	Democrat	12	46.18	53.54
WA	Democrat	9	37.37	61.97
WV	Democrat	7	32.06	67.94
WI	Democrat	12	37.74	62.09
WY	Democrat	3	43.44	56.56
