MapVis
Hoover v. Smith	1928	Actual Results	usa.svg	colorgradientusfull.png	Election Results not considering faithless Electors
Republican	Leaning Republican	3rd	Tie	Leaning Democrat	Democrat
Republican	Democrat
AL	Democrat	12	48.49	51.33
AK	NULL	0	0	0
AZ	Republican	3	57.57	42.23
AR	Democrat	9	39.33	60.29
CA	Republican	13	64.69	34.19
CO	Republican	6	64.72	33.94
CT	Republican	7	53.63	45.57
DE	Republican	3	65.03	34.60
DC	NULL	0	0	0
FL	Republican	6	56.83	40.12
GA	Democrat	14	43.36	56.56
HI	NULL	0	0	0
ID	Republican	4	64.22	34.93
IL	Republican	29	56.93	42.28
IN	Republican	15	59.68	39.59
IA	Republican	13	61.77	37.57
KS	Republican	10	72.02	27.06
KY	Republican	13	59.33	40.51
LA	Democrat	10	23.70	76.29
ME	Republican	6	68.63	30.96
MD	Republican	8	57.06	42.33
MA	Democrat	18	49.15	50.24
MI	Republican	15	70.36	28.92
MN	Republican	12	57.77	40.83
MS	Democrat	10	17.90	82.10
MO	Republican	18	55.58	44.15
MT	Republican	4	58.37	40.48
NE	Republican	8	63.19	36.18
NV	Republican	3	56.54	43.46
NH	Republican	4	58.65	41.02
NJ	Republican	14	59.77	39.80
NM	Republican	3	59.01	40.85
NY	Republican	45	49.79	47.44
NC	Republican	12	54.94	45.06
ND	Republican	5	54.80	44.46
OH	Republican	24	64.89	34.45
OK	Republican	10	63.72	35.44
OR	Republican	5	64.18	34.14
PA	Republican	38	65.24	33.89
RI	Democrat	5	49.55	50.16
SC	Democrat	9	8.54	91.39
SD	Republican	5	60.18	39.20
TN	Republican	12	53.76	46.04
TX	Republican	20	51.77	48.10
UT	Republican	4	53.58	45.86
VT	Republican	4	66.87	32.87
VA	Republican	12	53.91	45.90
WA	Republican	7	67.06	31.30
WV	Republican	8	58.43	41.04
WI	Republican	13	53.52	44.28
WY	Republican	3	63.68	35.37
