MapVis
Hoover (R) v. Roosevelt (D)	1932	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Demokratisch	11	14.13	84.74
AK	NULL	0	0	0
AZ	Demokratisch	3	30.53	67.03
AR	Demokratisch	9	12.91	85.96
CA	Demokratisch	22	37.39	58.39
CO	Demokratisch	6	41.43	54.81
CT	Republikanisch	8	48.54	47.40
DE	Republikanisch	3	50.55	48.11
DC	NULL	0	0	0
FL	Demokratisch	7	25.04	74.68
GA	Demokratisch	12	7.77	91.60
HI	NULL	0	0	0
ID	Demokratisch	4	38.27	58.66
IL	Demokratisch	29	42.04	55.23
IN	Demokratisch	14	42.94	54.67
IA	Demokratisch	11	39.98	57.69
KS	Demokratisch	9	44.13	53.56
KY	Demokratisch	11	40.15	59.06
LA	Demokratisch	10	7.01	92.79
ME	Republikanisch	5	55.83	43.19
MD	Demokratisch	8	36.04	61.50
MA	Demokratisch	17	46.64	50.64
MI	Demokratisch	19	44.44	52.36
MN	Demokratisch	11	36.29	59.91
MS	Demokratisch	9	3.55	95.98
MO	Demokratisch	15	35.08	63.69
MT	Demokratisch	4	36.07	58.80
NE	Demokratisch	7	35.29	62.98
NV	Demokratisch	3	30.59	69.41
NH	Republikanisch	4	50.42	48.99
NJ	Demokratisch	16	47.59	49.49
NM	Demokratisch	3	35.76	62.72
NY	Demokratisch	47	41.33	54.07
NC	Demokratisch	13	29.28	69.93
ND	Demokratisch	4	28.00	69.59
OH	Demokratisch	26	47.03	49.88
OK	Demokratisch	11	26.70	73.30
OR	Demokratisch	5	36.88	57.99
PA	Republikanisch	36	50.84	45.33
RI	Demokratisch	4	43.31	55.08
SC	Demokratisch	8	1.89	98.03
SD	Demokratisch	4	34.40	63.62
TN	Demokratisch	11	32.48	66.49
TX	Demokratisch	23	11.35	88.06
UT	Demokratisch	4	41.05	56.52
VT	Republikanisch	3	57.66	41.08
VA	Demokratisch	11	30.09	68.46
WA	Demokratisch	8	33.94	57.46
WV	Demokratisch	8	44.47	54.47
WI	Demokratisch	12	31.19	63.46
WY	Demokratisch	3	40.82	56.07
