MapVis
Hughes (R) v. Wilson (D)	1916	Literary Digest	usa.svg	colorgradientusfull.png	30'000 Wahlzettel in fünf grossen Staaten, 17'938 für Hughes, 10'646 für Wilson, Quelle: Literary Digest 4. November, 1916
Republikanisch	Tendenz Republikanisch	Drittpartei	Keine Vorhersage	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
NH	Keine Vorhersage	4	0	0
VT	Keine Vorhersage	4	0	0
MA	Keine Vorhersage	18	0	0
RI	Keine Vorhersage	5	0	0
CT	Keine Vorhersage	7	0	0
ME	Keine Vorhersage	6	0	0
PA	Keine Vorhersage	38	0	0
NJ	Republikanisch	14	65.31	34.69
DE	Keine Vorhersage	3	0	0
MD	Keine Vorhersage	8	0	0
WV	Keine Vorhersage	8	0	0
VA	Keine Vorhersage	12	0	0
MI	Keine Vorhersage	15	0	0
WI	Keine Vorhersage	13	0	0
KY	Keine Vorhersage	13	0	0
MN	Keine Vorhersage	12	0	0
IA	Keine Vorhersage	13	0	0
MO	Keine Vorhersage	18	0	0
KS	Keine Vorhersage	10	0	0
NE	Keine Vorhersage	8	0	0
SD	Keine Vorhersage	5	0	0
ND	Keine Vorhersage	5	0	0
CO	Keine Vorhersage	6	0	0
WY	Keine Vorhersage	3	0	0
MT	Keine Vorhersage	4	0	0
NV	Keine Vorhersage	3	0	0
AZ	Keine Vorhersage	3	0	0
NM	Keine Vorhersage	3	0	0
UT	Keine Vorhersage	4	0	0
ID	Keine Vorhersage	4	0	0
WA	Keine Vorhersage	7	0	0
OR	Keine Vorhersage	5	0	0
CA	Keine Vorhersage	13	0	0
NY	Republikanisch	45	67.52	32.48
OH	Republikanisch	24	55.81	44.19
IN	Republikanisch	15	61.43	38.57
IL	Republikanisch	29	63.95	36.05
TX	Keine Vorhersage	20	0	0
OK	Keine Vorhersage	10	0	0
AR	Keine Vorhersage	9	0	0
LA	Keine Vorhersage	10	0	0
MS	Keine Vorhersage	10	0	0
TN	Keine Vorhersage	12	0	0
AL	Keine Vorhersage	12	0	0
GA	Keine Vorhersage	14	0	0
FL	Keine Vorhersage	6	0	0
SC	Keine Vorhersage	9	0	0
NC	Keine Vorhersage	12	0	0
HI	NULL	0	0	0
AK	NULL	0	0	0
DC	NULL	0	0	0
