MapVis
Eisenhower (R) v. Stevenson (D)	1952	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Demokratisch	11	35.02	64.55
AK	NULL	0	0	0
AZ	Republikanisch	4	58.35	41.65
AR	Demokratisch	8	43.76	55.90
CA	Republikanisch	32	56.83	42.27
CO	Republikanisch	6	60.27	38.96
CT	Republikanisch	8	55.70	43.91
DE	Republikanisch	3	51.75	47.88
DC	NULL	0	0	0
FL	Republikanisch	10	54.99	44.97
GA	Demokratisch	12	30.34	69.66
HI	NULL	0	0	0
ID	Republikanisch	4	65.42	34.42
IL	Republikanisch	27	54.84	44.94
IN	Republikanisch	13	58.11	40.99
IA	Republikanisch	10	63.75	35.59
KS	Republikanisch	8	68.77	30.50
KY	Demokratisch	10	49.84	49.91
LA	Demokratisch	10	47.08	52.92
ME	Republikanisch	5	66.05	33.77
MD	Republikanisch	9	55.36	43.83
MA	Republikanisch	16	54.22	45.46
MI	Republikanisch	20	55.44	43.97
MN	Republikanisch	11	55.33	44.11
MS	Demokratisch	8	39.56	60.44
MO	Republikanisch	13	50.71	49.14
MT	Republikanisch	4	59.39	40.07
NE	Republikanisch	6	69.15	30.85
NV	Republikanisch	3	61.45	38.55
NH	Republikanisch	4	60.92	39.08
NJ	Republikanisch	16	56.81	41.99
NM	Republikanisch	4	55.39	44.28
NY	Republikanisch	45	55.45	43.55
NC	Demokratisch	14	46.09	53.91
ND	Republikanisch	4	70.97	28.39
OH	Republikanisch	25	56.76	43.24
OK	Republikanisch	8	54.59	45.41
OR	Republikanisch	6	60.54	38.93
PA	Republikanisch	32	52.74	46.85
RI	Republikanisch	4	50.89	49.05
SC	Demokratisch	8	49.28	50.72
SD	Republikanisch	4	69.27	30.73
TN	Republikanisch	11	49.99	49.71
TX	Republikanisch	24	53.13	46.69
UT	Republikanisch	4	58.93	41.07
VT	Republikanisch	3	71.45	28.23
VA	Republikanisch	12	56.32	43.36
WA	Republikanisch	9	54.33	44.69
WV	Demokratisch	8	48.08	51.92
WI	Republikanisch	12	60.95	38.71
WY	Republikanisch	3	62.71	37.09
