MapVis
Landon (R) v. Roosevelt (D)	1936	Literary Digest	usa.svg	colorgradientusfull.png	2'266'566 Wahlzettel, 1'293'669 für Landon, 972'897 für Roosevelt, Quelle: Literary Digest 31. Oktober, 1936
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Demokratisch	11	23.05	75.96
AK	NULL	0	0	0
AZ	Republikanisch	3	52.21	44.12
AR	Demokratisch	9	25.84	72.18
CA	Republikanisch	22	51.47	44.41
CO	Republikanisch	6	59.54	37.43
CT	Republikanisch	8	65.25	30.38
DE	Republikanisch	3	58.04	40.73
DC	NULL	0	0	0
FL	Demokratisch	7	40.52	57.39
GA	Demokratisch	12	23.22	75.98
HI	NULL	0	0	0
ID	Republikanisch	4	55.81	39.89
IL	Republikanisch	29	58.51	37.50
IN	Republikanisch	14	59.37	36.98
IA	Republikanisch	11	59.39	34.69
KS	Republikanisch	9	62.26	35.61
KY	Demokratisch	11	43.31	53.76
LA	Demokratisch	10	29.29	62.79
ME	Republikanisch	5	66.81	30.37
MD	Tendenz Demokratisch	8	47.61	50.01
MA	Republikanisch	17	72.98	21.67
MI	Republikanisch	19	63.27	31.57
MN	Republikanisch	11	53.33	35.94
MS	Demokratisch	9	12.09	86.71
MO	Republikanisch	15	54.76	41.89
MT	Republikanisch	4	53.76	42.65
NE	Republikanisch	7	58.83	37.88
NV	Tendenz Republikanisch	3	49.83	47.44
NH	Republikanisch	4	74.24	22.07
NJ	Republikanisch	16	65.30	30.75
NM	Demokratisch	3	48.32	49.42
NY	Republikanisch	47	50.14	43.04
NC	Demokratisch	13	27.06	72.25
ND	Republikanisch	4	46.63	40.22
OH	Republikanisch	26	56.41	36.77
OK	Tendenz Demokratisch	11	48.19	50.30
OR	Tendenz Republikanisch	5	49.64	46.28
PA	Republikanisch	36	56.75	38.66
RI	Republikanisch	4	70.19	23.55
SC	Demokratisch	8	14.80	84.32
SD	Republikanisch	4	61.21	32.52
TN	Demokratisch	11	32.97	66.15
TX	Demokratisch	23	28.54	69.77
UT	Demokratisch	4	42.46	55.52
VT	Republikanisch	3	72.88	24.74
VA	Demokratisch	11	37.49	61.55
WA	Republikanisch	8	56.52	40.47
WV	Republikanisch	8	56.42	42.28
WI	Republikanisch	12	57.11	35.12
WY	Republikanisch	3	60.84	36.92
