MapVis
Bush v. Gore	2000	Actual Results	usa.svg	colorgradientusfull.png	Election Results not considering faithless Electors
Republican	Leaning Republican	3rd	Tie	Leaning Democrat	Democrat
Republican	Democrat
AL	Republican	9	56.48	41.57
AK	Republican	3	58.62	27.67
AZ	Republican	8	51.02	44.73
AR	Republican	6	51.31	45.86
CA	Democrat	54	41.65	53.45
CO	Republican	8	50.75	42.39
CT	Democrat	8	38.44	55.91
DE	Democrat	3	41.90	54.96
DC	Democrat	3	8.95	85.16
FL	Republican	25	48.85	48.84
GA	Republican	13	54.67	42.98
HI	Democrat	4	37.46	55.79
ID	Republican	4	67.17	27.64
IL	Democrat	22	42.58	54.60
IN	Republican	12	56.65	41.01
IA	Democrat	7	48.22	48.54
KS	Republican	6	58.04	37.24
KY	Republican	8	56.50	41.37
LA	Republican	9	52.55	44.88
ME	Democrat	4	43.97	49.09
MD	Democrat	10	40.18	56.57
MA	Democrat	12	32.50	59.80
MI	Democrat	18	46.15	51.28
MN	Democrat	10	45.50	47.91
MS	Republican	7	57.62	40.70
MO	Republican	11	50.42	47.08
MT	Republican	3	58.44	33.36
NE	Republican	5	62.25	33.25
NV	Republican	4	49.52	45.98
NH	Republican	4	48.07	46.80
NJ	Democrat	15	40.29	56.13
NM	Democrat	5	47.85	47.91
NY	Democrat	33	35.23	60.21
NC	Republican	14	56.03	43.20
ND	Republican	3	60.66	33.06
OH	Republican	21	49.97	46.46
OK	Republican	8	60.31	38.43
OR	Democrat	7	46.52	46.96
PA	Democrat	23	46.43	50.60
RI	Democrat	4	31.91	60.99
SC	Republican	8	56.84	40.90
SD	Republican	3	60.30	37.56
TN	Republican	11	51.15	47.28
TX	Republican	32	59.30	37.98
UT	Republican	5	66.83	26.34
VT	Democrat	3	40.70	50.63
VA	Republican	13	52.47	44.44
WA	Democrat	11	44.58	50.16
WV	Republican	5	51.92	45.59
WI	Democrat	11	47.61	47.83
WY	Republican	3	67.76	27.70
