MapVis
Dewey v. Roosevelt	1944	Gallup Final Poll	usa.svg	colorgradientusfull.png	Polling Averages on November 6, Source: The Gallup Poll: Public Opinion 1935 - 1971
Republican	Leaning Republican	3rd	Tie	Leaning Democrat	Democrat
Republican	Democrat
AL	Democrat	11	22.00	78.00
AK	NULL	0	0	0
AZ	Democrat	4	42.00	58.00
AR	Democrat	9	28.00	72.00
CA	Leaning Democrat	25	47.00	53.00
CO	Republican	6	56.00	44.00
CT	Leaning Democrat	8	48.00	52.00
DE	Leaning Democrat	3	49.00	51.00
DC	NULL	0	0	0
FL	Democrat	8	29.00	71.00
GA	Democrat	12	19.00	81.00
HI	NULL	0	0	0
ID	Leaning Democrat	4	49.00	51.00
IL	Leaning Republican	28	51.00	49.00
IN	Republican	13	55.00	45.00
IA	Republican	10	56.00	44.00
KS	Republican	8	64.00	36.00
KY	Democrat	11	46.00	54.00
LA	Democrat	10	22.00	78.00
ME	Leaning Republican	5	52.00	48.00
MD	Leaning Democrat	8	47.00	53.00
MA	Leaning Democrat	16	49.00	51.00
MI	Republican	19	54.00	46.00
MN	Leaning Republican	11	53.00	47.00
MS	Democrat	9	11.00	89.00
MO	Leaning Republican	15	51.00	49.00
MT	Democrat	4	46.00	54.00
NE	Republican	6	62.00	38.00
NV	Democrat	3	46.00	54.00
NH	Leaning Democrat	4	49.00	51.00
NJ	Leaning Republican	16	52.00	48.00
NM	Leaning Republican	4	51.00	49.00
NY	Tie	47	50.00	50.00
NC	Democrat	14	29.00	71.00
ND	Republican	4	62.00	38.00
OH	Leaning Republican	25	52.00	48.00
OK	Leaning Democrat	10	49.00	51.00
OR	Leaning Democrat	6	49.00	51.00
PA	Leaning Democrat	35	49.00	51.00
RI	Democrat	4	44.00	56.00
SC	Democrat	8	11.00	89.00
SD	Republican	4	64.00	36.00
TN	Democrat	12	36.00	64.00
TX	Democrat	23	22.00	78.00
UT	Democrat	4	44.00	56.00
VT	Republican	3	55.00	45.00
VA	Democrat	11	36.00	64.00
WA	Democrat	8	46.00	54.00
WV	Leaning Democrat	8	49.00	51.00
WI	Republican	12	56.00	4.00
WY	Leaning Republican	3	53.00	47.00
